,,,,"Start Date.... 07/01/2021
End Date...... 06/30/2022
Bill-To.......... 100016, 100023, 100045, 100051, 100106, 100116, 100127, 100197, 100225, 100253, 100258, 100262, 100322, 100327, 100343, 100365, 100454, 100548, 100632, 100713, 100751, 100775, 100790, 100794, 100796, 100837, 100932, 100965, 100970, 101025",,,,,,,
300025 - District Usage by Item,,,,,,,,,,,
,,,,,,,,,,,
Item No ,Zone,Mfg. Item No.,Description,,Brand,,Pack Size,UOM,Quantity,Total Amt Invoiced,Avg Price
 ALHAMBRA SCHOOL DISTRICT (100023),,,,,,,,,,,
143758,FROZEN,81480,SANDW TURK AMER CHEESE WW IW,,ALPINE FOOD DISTRIBUTING,,30/4.65OZ,CS,55,"$1,696.75",$30.85
202633,DRY,7160370023800,DRESSING BUTTERMILK RANCH PCKT,,AMERICANA,,200/12GM,CS,"1,655","$13,372.40",$8.08
202829,DRY,7160370023400,MAYONNAISE PACKET,,AMERICANA,,200/9GM,CS,7,$59.78,$8.54
208282,DRY,7160377621500,MAYONNAISE PACKET,,AMERICANA,,500/9GM,CS,50,$918.50,$18.37
209103,DRY,24025TPF,JUICE 100% FRUITBLS GOLD RUSH,,APPLE AND EVE,,40/4.23OZ,CS,"1,501","$14,589.72",$9.72
200024,DRY,86001TPF,JUICE 100% FRUIT PUNCH,,APPLE AND EVE,,40/4.23OZ,CS,40,$357.20,$8.93
406663,FROZEN,705,LUNCH PK THAW/SERVE CHS WRAP,,ARDELLAS,,32/6.6OZ,CS,278,"$12,874.18",$46.31
406662,FROZEN,80131,BAGEL PIZZA CHIC SAUSAGE IW,,ARDELLAS,,90/2.68OZ,CS,40,"$2,452.40",$61.31
406666,FROZEN,90129,PULL APARTS PILLOW WRAP IW,,ARDELLAS,,108/4.10OZ,CS,4,$352.64,$88.16
405359,FROZEN,3180575W,BURRITO BEAN & CHEESE LS WG IW,,ARIZONA GOLD,,54/5.75OZ,CS,20,$766.40,$38.32
405377,FROZEN,3100330W,BURRITO BEAN&CHS TRAD WG IW,,ARIZONA GOLD,,54/3.3OZ,CS,21,$692.58,$32.98
405379,FROZEN,3100575W,BURRITO BEAN&CHS TRAD WG IW,,ARIZONA GOLD,,54/5.75OZ,CS,448,"$18,919.04",$42.23
139718,FROZEN,3350575W,BURRITO BF BEAN RED CHILE WG,,ARIZONA GOLD,,54/5.75OZ,CS,15,$649.50,$43.30
209194,DRY,470726/7220200,SPICY LIME SUNFLOWER IW,,AZAR NUT COMPANY,,150/1OZ,CS,53,"$1,376.41",$25.97
203263,DRY,7220210,HONEY ROASTED SUNFLOWER KERNEL,,AZAR NUT COMPANY,,150/1OZ,CS,115,"$2,924.45",$25.43
203350,DRY,37501,WHEAT BASIC CRACKERS,,BACK TO BASICS JNS,,150/.8OZ,CS,50,"$1,781.00",$35.62
134558,FROZEN,1605,TOAST TEXAS GARLIC RF BULK WG,,BAKE CRAFTERS,,120/1.31OZ,CS,229,"$6,410.16",$27.99
134789,FROZEN,1616,TOAST TEXAS RF GARLIC WG IW,,BAKE CRAFTERS,,120/1.31OZ,CS,90,"$4,389.00",$48.77
134610,FROZEN,1638,BREADSTICKS GARLIC WG,,BAKE CRAFTERS,,240/1.19OZ,CS,54,"$2,222.64",$41.16
140398,FROZEN,1647,TOAST TEXAS BULK WG,,BAKE CRAFTERS,,108/1.8OZ,CS,42,"$1,410.36",$33.58
141152,FROZEN,4602,BISCUIT HNY CHIX SAUS WG IW,,BAKE CRAFTERS,,200/2.15OZ,CS,27,"$3,796.80",$140.62
138821,FROZEN,1716,BITES BRFST MINI APPLE WG,,BAKE CRAFTERS,,72/2.75OZ,CS,38,"$1,304.54",$34.33
406246,FROZEN,6631,TKY CHZ SAND CRSSNT WG IW,,BAKE CRAFTERS,,72/5.2OZ,CS,8,$727.28,$90.91
113685,FROZEN,449,TOAST FRENCH STICKS WG IW,,BAKE CRAFTERS,,88/3OZ,CS,40,"$1,968.40",$49.21
139653,FROZEN,1717,BITES MINI BREAKFAST GLAZED,,BAKE CRAFTERS,,72/2.75OZ,CS,44,"$1,550.69",$35.24
138923,FROZEN,1556,WAFFLES MAPLE WG,,BAKE CRAFTERS,,144/1.4OZ,CS,679,"$18,302.76",$26.96
137923,FROZEN,9125,SANDWICH MPL CHIX PNCK WG IW,,BAKE CRAFTERS,,168/2.5OZ,CS,69,"$8,112.23",$117.57
139708,FROZEN,4047,"4"" ROLLS HOAGIE SPLIT TOP WG",,BAKE CRAFTERS,,96/1.8OZ,CS,4,$118.76,$29.69
403324,DRY,10426,LOW SODIUM POT PEARLS W/ VIT C,,BASIC AMERICAN,,12/26.5OZ,CS,28,"$1,306.76",$46.67
101766,FROZEN,6TT200W,NADA TACO TURKEY IW,,BELL TASTY,,60/5OZ,CS,92,"$4,441.76",$48.28
403833,FROZEN,78638,"PRIMO PIZZA PEPPERONI 16"" WG",,BIG DADDY'S,,9/41.5OZ,CS,136,"$10,121.12",$74.42
409853,FROZEN,55293,SANDW PEPPERONI STUFFED IW,,BIG DADDY'S,,48/4.46OZ,CS,148,"$5,933.32",$40.09
